anime_id,name,genre,type,episodes,rating,members,genre_list
3223,Kiddy Grade: Truth Dawn,"Action, Mecha, Sci-Fi, Super Power",Movie,1,7.34,3174,"['action', ' mecha', ' sci-fi', ' super power']"
634,Koi Kaze,"Drama, Psychological, Romance, Seinen",TV,13,7.34,41250,"['drama', ' psychological', ' romance', ' seinen']"
33074,Lupin III (2015) Specials,"Action, Adventure, Comedy, Shounen",Special,2,7.34,1353,"['action', ' adventure', ' comedy', ' shounen']"
1437,Lupin III: Honoo no Kioku - Tokyo Crisis,"Action, Adventure, Comedy, Mystery, Shounen",Special,1,7.34,3138,"['action', ' adventure', ' comedy', ' mystery', ' shounen']"
28013,Macross Δ,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",TV,26,7.34,30308,"['action', ' mecha', ' military', ' music', ' romance', ' sci-fi', ' space']"
18391,Mini Van,"Comedy, Game, Parody, Slice of Life",TV,37,7.34,836,"['comedy', ' game', ' parody', ' slice of life']"
2736,Mojakou,"Comedy, Fantasy, Sci-Fi",TV,74,7.34,1218,"['comedy', ' fantasy', ' sci-fi']"
11033,"Natsu-iro Egao de 1, 2, Jump!",Music,Music,1,7.34,6939,['music']
19653,Neppuu Kairiku Bushi Road,"Action, Fantasy, Mecha, Sci-Fi",Special,1,7.34,19967,"['action', ' fantasy', ' mecha', ' sci-fi']"
9999,One Piece 3D: Mugiwara Chase,"Action, Adventure, Comedy, Fantasy, Shounen",Movie,1,7.34,23772,"['action', ' adventure', ' comedy', ' fantasy', ' shounen']"
8171,One Piece Recap,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",OVA,1,7.34,10147,"['action', ' adventure', ' comedy', ' fantasy', ' shounen', ' super power']"
2386,One Piece: Yume no Soccer Ou!,"Comedy, Fantasy, Shounen, Sports",Movie,1,7.34,23915,"['comedy', ' fantasy', ' shounen', ' sports']"
107,Ou Dorobou Jing,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",TV,13,7.34,21920,"['adventure', ' comedy', ' fantasy', ' sci-fi', ' shounen']"
2847,Pokemon Diamond &amp; Pearl: Dialga vs. Palkia vs. Darkrai,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,7.34,38238,"['action', ' adventure', ' comedy', ' drama', ' fantasy', ' kids']"
2361,Sei Juushi Bismarck,"Action, Mecha, Sci-Fi, Space",TV,51,7.34,2764,"['action', ' mecha', ' sci-fi', ' space']"
28495,Sidonia no Kishi Movie,"Action, Mecha, Sci-Fi, Seinen, Space",Movie,1,7.34,5472,"['action', ' mecha', ' sci-fi', ' seinen', ' space']"
173,Tactics,"Comedy, Drama, Fantasy, Mystery, Shounen, Super Power",TV,25,7.34,27358,"['comedy', ' drama', ' fantasy', ' mystery', ' shounen', ' super power']"
1303,The Animatrix,"Action, Drama, Sci-Fi",OVA,9,7.34,42831,"['action', ' drama', ' sci-fi']"
3455,To LOVE-Ru,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi",TV,26,7.34,237563,"['comedy', ' ecchi', ' harem', ' romance', ' school', ' sci-fi']"
4896,Umineko no Naku Koro ni,"Horror, Mystery, Psychological, Supernatural",TV,26,7.34,126865,"['horror', ' mystery', ' psychological', ' supernatural']"
883,Yuu☆Yuu☆Hakusho: Meikai Shitou-hen - Honoo no Kizuna,"Action, Comedy",Movie,1,7.34,13775,"['action', ' comedy']"
1901,11-nin Iru!,"Action, Adventure, Drama, Mystery, Romance, Sci-Fi, Shoujo, Space",Movie,1,7.33,4311,"['action', ' adventure', ' drama', ' mystery', ' romance', ' sci-fi', ' shoujo', ' space']"
32323,Aishen Qiaokeli-ing...,"Comedy, Harem, Romance, School",ONA,15,7.33,11936,"['comedy', ' harem', ' romance', ' school']"
12669,Amagami SS+ Plus Specials,Romance,Special,6,7.33,17764,['romance']
31754,Aoharu x Kikanjuu: Kemono-tachi no Senjou da na!,"Action, Comedy, Shounen",Special,1,7.33,13993,"['action', ' comedy', ' shounen']"
1205,Aru Tabibito no Nikki,"Adventure, Fantasy",ONA,6,7.33,15565,"['adventure', ' fantasy']"
10681,Blood-C: The Last Dark,"Action, Horror, Supernatural, Vampire",Movie,1,7.33,37925,"['action', ' horror', ' supernatural', ' vampire']"
24469,Buddy Complex: Kanketsu-hen - Ano Sora ni Kaeru Mirai de,"Action, Mecha, Sci-Fi",Special,2,7.33,14158,"['action', ' mecha', ' sci-fi']"
24429,Daze,Music,Music,1,7.33,2919,['music']
9379,Denpa Onna to Seishun Otoko,"Comedy, Sci-Fi, Seinen, Slice of Life",TV,12,7.33,149497,"['comedy', ' sci-fi', ' seinen', ' slice of life']"
2667,Doraemon Movie 04: Nobita no Kaitei Kiganjou,Fantasy,Movie,1,7.33,1168,['fantasy']
2666,Doraemon Movie 10: Nobita no Nippon Tanjou,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.33,1176,"['adventure', ' comedy', ' fantasy', ' kids', ' shounen']"
2655,Doraemon Movie 23: Nobita to Robot Kingdom,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.33,2139,"['adventure', ' comedy', ' fantasy', ' kids', ' shounen']"
893,Dragon Ball Movie 4: Saikyou e no Michi,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",Movie,1,7.33,26104,"['action', ' adventure', ' comedy', ' fantasy', ' sci-fi', ' shounen', ' super power']"
1299,Flag,"Mecha, Military",ONA,13,7.33,10531,"['mecha', ' military']"
29325,Ghost in the Shell: Arise - Alternative Architecture,"Mecha, Police, Psychological, Sci-Fi",TV,10,7.33,21805,"['mecha', ' police', ' psychological', ' sci-fi']"
24231,Hitsugi no Chaika: Avenging Battle,"Action, Adventure, Comedy, Fantasy, Romance, Shounen",TV,10,7.33,91049,"['action', ' adventure', ' comedy', ' fantasy', ' romance', ' shounen']"
15785,Inazuma Eleven Go vs. Danball Senki W Movie,"Action, Kids, Mecha, Sports",Movie,1,7.34,3239,"['action', ' kids', ' mecha', ' sports']"
469,Karin,"Comedy, Romance, School, Shounen, Vampire",TV,24,7.33,106142,"['comedy', ' romance', ' school', ' shounen', ' vampire']"
3222,Kiddy Grade: Maelstrom,"Action, Mecha, Sci-Fi, Super Power",Movie,1,7.33,3189,"['action', ' mecha', ' sci-fi', ' super power']"
11313,Kimi no Iru Machi: Tasogare Kousaten,"Drama, Romance, School, Shounen",OVA,2,7.33,25799,"['drama', ' romance', ' school', ' shounen']"
5042,Kiss x Sis,"Comedy, Ecchi, Harem, Romance, School, Seinen",OVA,12,7.33,125614,"['comedy', ' ecchi', ' harem', ' romance', ' school', ' seinen']"
837,Kyou no 5 no 2,"Comedy, Ecchi, School, Seinen",OVA,4,7.33,22431,"['comedy', ' ecchi', ' school', ' seinen']"
1422,Lupin III: $1 Money Wars,"Action, Adventure, Comedy, Shounen",Special,1,7.33,2950,"['action', ' adventure', ' comedy', ' shounen']"
5084,Mai Mai Shinko to Sennen no Mahou,"Adventure, Drama",Movie,1,7.33,6491,"['adventure', ' drama']"
7261,Mameshiba,Comedy,Special,24,7.33,3085,['comedy']
5351,Mobile Suit Gundam 00: Tenshitachi no Kiseki,"Action, Mecha, Sci-Fi",Special,1,7.33,4680,"['action', ' mecha', ' sci-fi']"
2948,Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu,"Kids, Magic, Shoujo",Movie,1,7.33,2108,"['kids', ' magic', ' shoujo']"
4879,Mouryou no Hako,"Mystery, Seinen, Supernatural, Thriller",TV,13,7.33,36075,"['mystery', ' seinen', ' supernatural', ' thriller']"
1168,Musekinin Kanchou Tylor OVA,"Adventure, Comedy, Drama, Military, Sci-Fi, Space",OVA,10,7.33,5006,"['adventure', ' comedy', ' drama', ' military', ' sci-fi', ' space']"
20877,Music S.T.A.R.T!!,Music,Music,1,7.33,5729,['music']
460,One Piece Movie 2: Nejimaki-jima no Daibouken,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.33,37792,"['action', ' adventure', ' comedy', ' fantasy', ' shounen', ' super power']"
11019,Pokemon 3D Adventure: Mew wo Sagase!,"Adventure, Comedy, Fantasy, Kids",Movie,1,7.33,5765,"['adventure', ' comedy', ' fantasy', ' kids']"
1846,Princess Nine: Kisaragi Joshikou Yakyuubu,"Drama, Romance, Sports",TV,26,7.33,5758,"['drama', ' romance', ' sports']"
22865,Rokujouma no Shinryakusha!? (TV),"Comedy, Harem, Romance, School, Supernatural",TV,12,7.33,76880,"['comedy', ' harem', ' romance', ' school', ' supernatural']"
21561,Ryuugajou Nanana no Maizoukin (TV),"Comedy, Supernatural",TV,11,7.33,101326,"['comedy', ' supernatural']"
5014,Sango Shou Densetsu: Aoi Umi no Elfie,"Adventure, Sci-Fi",Movie,1,7.33,524,"['adventure', ' sci-fi']"
3067,Saraba Uchuu Senkan Yamato: Ai no Senshi-tachi,"Action, Drama, Military, Sci-Fi, Space",Movie,1,7.33,1678,"['action', ' drama', ' military', ' sci-fi', ' space']"
3956,Shakugan no Shana II (Second) Specials,"Comedy, Parody",Special,3,7.33,34305,"['comedy', ' parody']"
100,Shin Shirayuki-hime Densetsu Prétear,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo, Super Power",TV,13,7.33,37394,"['comedy', ' drama', ' fantasy', ' magic', ' romance', ' shoujo', ' super power']"
5504,Shinkyoku Soukai Polyphonica Crimson S,"Drama, Fantasy, Music, Romance, School",TV,12,7.33,16720,"['drama', ' fantasy', ' music', ' romance', ' school']"
12191,Smile Precure!,"Action, Fantasy, Magic, Shoujo",TV,48,7.33,10568,"['action', ' fantasy', ' magic', ' shoujo']"
1652,Uchuu Senkan Yamato III,"Action, Adventure, Drama, Military, Sci-Fi, Space",TV,25,7.33,2568,"['action', ' adventure', ' drama', ' military', ' sci-fi', ' space']"
180,Vandread,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13,7.33,53360,"['action', ' ecchi', ' mecha', ' sci-fi', ' shounen', ' space']"
3269,.hack//G.U. Trilogy,"Action, Fantasy, Game, Sci-Fi",Movie,1,7.32,22537,"['action', ' fantasy', ' game', ' sci-fi']"
11375,.hack//The Movie: Sekai no Mukou ni,"Action, Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi",Movie,1,7.32,11617,"['action', ' adventure', ' fantasy', ' game', ' magic', ' mystery', ' sci-fi']"
13939,Accel World EX,"Action, Game, Romance, School, Sci-Fi",OVA,2,7.32,61198,"['action', ' game', ' romance', ' school', ' sci-fi']"
10447,Aquarion Evol,"Action, Comedy, Drama, Fantasy, Mecha, Romance, Sci-Fi",TV,26,7.32,62753,"['action', ' comedy', ' drama', ' fantasy', ' mecha', ' romance', ' sci-fi']"
2920,Ashita no Joe (Movie),"Action, Drama, Sports",Movie,1,7.32,1540,"['action', ' drama', ' sports']"
15711,Bakuman.: Deraman.,"Comedy, School, Shounen",Special,2,7.32,7962,"['comedy', ' school', ' shounen']"
15687,Chuunibyou demo Koi ga Shitai! Lite,"Comedy, School",ONA,6,7.32,60139,"['comedy', ' school']"
1683,Di Gi Charat Nyo,"Comedy, Fantasy, Sci-Fi",TV,104,7.32,3782,"['comedy', ' fantasy', ' sci-fi']"
11783,Dog Days&#039;,"Action, Adventure, Fantasy, Magic",TV,13,7.32,55277,"['action', ' adventure', ' fantasy', ' magic']"
2671,Doraemon Movie 03: Nobita no Daimakyou,Adventure,Movie,1,7.32,1156,['adventure']
2030,El Cazador de la Bruja,"Adventure, Drama, Mystery",TV,26,7.32,31874,"['adventure', ' drama', ' mystery']"
2624,"Flanders no Inu, Boku no Patrasche","Drama, Historical",TV,26,7.32,811,"['drama', ' historical']"
1886,Fushigiboshi no☆Futagohime Gyu!,"Comedy, Magic, Shoujo",TV,52,7.32,2387,"['comedy', ' magic', ' shoujo']"
31737,Gakusen Toshi Asterisk 2nd Season,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi, Supernatural",TV,12,7.32,101287,"['comedy', ' ecchi', ' fantasy', ' harem', ' romance', ' school', ' sci-fi', ' supernatural']"
32071,Gantz:O,"Action, Drama, Ecchi, Horror, Psychological, Sci-Fi, Seinen, Supernatural",Movie,1,7.34,8569,"['action', ' drama', ' ecchi', ' horror', ' psychological', ' sci-fi', ' seinen', ' supernatural']"
3734,Glass no Kamen: Sen no Kamen wo Motsu Shoujo,"Drama, Shoujo",OVA,3,7.32,1248,"['drama', ' shoujo']"
2899,Higurashi no Naku Koro ni Special: Nekogoroshi-hen,"Comedy, Mystery",Special,1,7.32,46415,"['comedy', ' mystery']"
10507,Inazuma Eleven Go,"Shounen, Sports, Super Power",TV,47,7.32,18480,"['shounen', ' sports', ' super power']"
16774,Inferno Cop,"Action, Police",ONA,13,7.32,37500,"['action', ' police']"
28387,Joukamachi no Dandelion,"Comedy, Seinen, Slice of Life, Super Power",TV,12,7.32,64307,"['comedy', ' seinen', ' slice of life', ' super power']"
21563,Kamigami no Asobi,"Fantasy, Harem, Romance, Shoujo, Supernatural",TV,12,7.32,61410,"['fantasy', ' harem', ' romance', ' shoujo', ' supernatural']"
52,Kidou Tenshi Angelic Layer,"Comedy, Drama, Sci-Fi, Shounen, Sports",TV,26,7.32,39758,"['comedy', ' drama', ' sci-fi', ' shounen', ' sports']"
4195,Kodomo no Jikan: Ni Gakki,"Comedy, Ecchi, School",OVA,3,7.32,20256,"['comedy', ' ecchi', ' school']"
6163,Kuroshitsuji Recap,"Action, Demons, Fantasy, Shounen, Supernatural",Special,1,7.32,20616,"['action', ' demons', ' fantasy', ' shounen', ' supernatural']"
6016,Kyoushoku Soukou Guyver (1989),"Action, Horror, Sci-Fi, Super Power",OVA,6,7.32,6090,"['action', ' horror', ' sci-fi', ' super power']"
3247,Love Hina Final Selection,"Comedy, Ecchi, Harem, Romance",OVA,1,7.32,21824,"['comedy', ' ecchi', ' harem', ' romance']"
1416,Lupin III: Dead or Alive,"Action, Adventure, Comedy, Shounen",Movie,1,7.32,4296,"['action', ' adventure', ' comedy', ' shounen']"
12637,Mo Gyutto Love de Sekkinchuu!,Music,Music,1,7.32,6713,['music']
13093,Nazo no Kanojo X: Nazo no Natsu Matsuri,"Ecchi, Mystery, Romance, Seinen",OVA,1,7.32,17967,"['ecchi', ' mystery', ' romance', ' seinen']"
351,Ojamajo Doremi Sharp,"Comedy, Magic, Shoujo",TV,49,7.32,7878,"['comedy', ' magic', ' shoujo']"
12001,One Piece 3D: Gekisou! Trap Coaster,"Action, Adventure, Comedy, Fantasy, Shounen",Movie,1,7.32,10373,"['action', ' adventure', ' comedy', ' fantasy', ' shounen']"
14749,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,"Comedy, Harem, Romance, School",TV,13,7.32,156116,"['comedy', ' harem', ' romance', ' school']"
9981,Phi Brain: Kami no Puzzle,"Action, Game, Mystery, Shounen",TV,25,7.32,64958,"['action', ' game', ' mystery', ' shounen']"
1120,Pokemon: Mizu no Miyako no Mamorigami Latias to Latios,"Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,7.32,42389,"['adventure', ' comedy', ' drama', ' fantasy', ' kids']"
1191,Saber Marionette J Again,"Action, Comedy, Harem, Mecha, Romance, Sci-Fi",OVA,6,7.32,7289,"['action', ' comedy', ' harem', ' mecha', ' romance', ' sci-fi']"
1124,Seikai no Danshou: Tanjou,"Military, Romance, Sci-Fi, Space",Special,1,7.32,5324,"['military', ' romance', ' sci-fi', ' space']"
6581,Sengoku Basara: Setonai no Gekitotsu! Hi wo Fuku Umi no Daiyousai - Fugaku!!,"Action, Historical, Martial Arts, Samurai",Special,1,7.32,9553,"['action', ' historical', ' martial arts', ' samurai']"
866,Slayers Premium,"Adventure, Comedy, Fantasy, Magic, Shounen",Movie,1,7.32,13008,"['adventure', ' comedy', ' fantasy', ' magic', ' shounen']"
2583,Soukou Kihei Votoms: The Last Red Shoulder,"Action, Drama, Mecha, Military, Sci-Fi",OVA,1,7.32,1895,"['action', ' drama', ' mecha', ' military', ' sci-fi']"
32034,Soukyuu no Fafner: Dead Aggressor - Exodus Special,"Action, Drama, Mecha, Military, Sci-Fi",Special,1,7.33,472,"['action', ' drama', ' mecha', ' military', ' sci-fi']"
10232,Tamayura: Hitotose,"Comedy, Drama, Slice of Life",TV,12,7.32,25760,"['comedy', ' drama', ' slice of life']"
14835,The iDOLM@STER Shiny Festa,"Comedy, Drama, Music",OVA,3,7.32,9893,"['comedy', ' drama', ' music']"
30740,Young Black Jack,"Drama, Historical, Seinen",TV,12,7.32,42139,"['drama', ' historical', ' seinen']"
18441,Blood Lad: Wagahai wa Neko de wa Nai,"Action, Comedy, Demons, Seinen, Supernatural, Vampire",OVA,1,7.31,48728,"['action', ' comedy', ' demons', ' seinen', ' supernatural', ' vampire']"
33929,Boku no Hero Academia: Jump Festa 2016 Special,"Action, Comedy, School, Shounen, Super Power",Special,1,7.32,17401,"['action', ' comedy', ' school', ' shounen', ' super power']"
2513,Detective Conan OVA 03: Conan and Heiji and the Vanished Boy,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,7.31,8252,"['adventure', ' comedy', ' mystery', ' police', ' shounen']"
27825,Dragon Nest: Warriors&#039; Dawn,"Action, Adventure, Fantasy, Magic",Movie,1,7.31,1928,"['action', ' adventure', ' fantasy', ' magic']"
3218,Gensoumaden Saiyuuki OVA,"Adventure, Shounen, Supernatural",OVA,2,7.31,3223,"['adventure', ' shounen', ' supernatural']"
1335,Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi,"Comedy, Mecha, Sci-Fi",Special,26,7.31,18178,"['comedy', ' mecha', ' sci-fi']"
915,Ginga Densetsu Weed,"Adventure, Drama, Shounen",TV,26,7.31,7484,"['adventure', ' drama', ' shounen']"
2987,Ginga Hyouryuu Vifam,"Action, Adventure, Mecha, Sci-Fi",TV,46,7.31,1329,"['action', ' adventure', ' mecha', ' sci-fi']"
15617,Jinrui wa Suitai Shimashita Specials,"Comedy, Fantasy, Seinen",Special,6,7.31,11459,"['comedy', ' fantasy', ' seinen']"
3010,Kaiketsu Zorro,"Adventure, Historical, Shounen",TV,52,7.31,5243,"['adventure', ' historical', ' shounen']"
16668,Kakumeiki Valvrave,"Action, Mecha, Space",TV,12,7.31,96718,"['action', ' mecha', ' space']"
274,Kiddy Grade,"Action, Ecchi, Mecha, Sci-Fi, Super Power",TV,24,7.31,30766,"['action', ' ecchi', ' mecha', ' sci-fi', ' super power']"
192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,"Adventure, Comedy, Romance",Special,1,7.31,40858,"['adventure', ' comedy', ' romance']"
32543,Lu Shidai 2nd Season,"Action, Adventure, Comedy, Game, Parody",ONA,13,7.31,740,"['action', ' adventure', ' comedy', ' game', ' parody']"
1429,Lupin III: Nusumareta Lupin,"Action, Adventure, Comedy, Shounen",Special,1,7.31,2694,"['action', ' adventure', ' comedy', ' shounen']"
2818,Madou King Granzort,"Action, Comedy, Fantasy, Magic, Mecha, Sci-Fi, Shounen",TV,41,7.31,835,"['action', ' comedy', ' fantasy', ' magic', ' mecha', ' sci-fi', ' shounen']"
333,Mama wa Shougaku 4 Nensei,"Comedy, Drama, Sci-Fi",TV,51,7.31,1711,"['comedy', ' drama', ' sci-fi']"
6262,Manga Sekai Mukashibanashi,"Adventure, Drama, Fantasy, Historical",TV,127,7.31,591,"['adventure', ' drama', ' fantasy', ' historical']"
3437,Mister Ajikko,"Comedy, Shounen",TV,99,7.31,1828,"['comedy', ' shounen']"
6999,Prince of Tennis: Another Story - Messages From Past and Future OVA Bonus,"Comedy, Sports",Special,2,7.31,4495,"['comedy', ' sports']"
1835,Ryuusei no Rockman,"Action, Game, Sci-Fi, Shounen",TV,55,7.31,6670,"['action', ' game', ' sci-fi', ' shounen']"
529,Saishuu Heiki Kanojo,"Drama, Romance, School, Sci-Fi",TV,13,7.31,58051,"['drama', ' romance', ' school', ' sci-fi']"
3186,Sekai Meisaku Douwa: Hakuchou no Mizuumi,"Drama, Fantasy, Romance",Movie,1,7.31,1705,"['drama', ' fantasy', ' romance']"
79,Shuffle!,"Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School, Seinen",TV,24,7.31,158772,"['comedy', ' drama', ' ecchi', ' fantasy', ' harem', ' magic', ' romance', ' school', ' seinen']"
3594,Tears to Tiara,"Action, Adventure, Fantasy, Magic",TV,26,7.31,50455,"['action', ' adventure', ' fantasy', ' magic']"
1860,Tokyo Majin Gakuen Kenpucho: Tou,"Action, Drama, Fantasy, Horror, Martial Arts, School, Supernatural",TV,14,7.31,43632,"['action', ' drama', ' fantasy', ' horror', ' martial arts', ' school', ' supernatural']"
201,Video Girl Ai,"Comedy, Drama, Ecchi, Romance",OVA,6,7.31,13970,"['comedy', ' drama', ' ecchi', ' romance']"
3322,Wagaya no Oinari-sama.,"Adventure, Fantasy, Shounen, Supernatural",TV,24,7.31,23132,"['adventure', ' fantasy', ' shounen', ' supernatural']"
3043,Andersen Douwa: Ningyohime,"Fantasy, Romance, Shoujo",Movie,1,7.3,2535,"['fantasy', ' romance', ' shoujo']"
2333,Anime Sanjuushi,"Adventure, Drama, Historical, Romance",TV,52,7.3,2102,"['adventure', ' drama', ' historical', ' romance']"
6901,Battle Spirits: Shounen Gekiha Dan,"Action, Game, Shounen",TV,50,7.3,1135,"['action', ' game', ' shounen']"
12651,Danball Senki W,"Action, Kids, Mecha",TV,58,7.3,2088,"['action', ' kids', ' mecha']"
2748,Dash! Kappei,"Comedy, Ecchi, Shounen, Sports",TV,65,7.3,2578,"['comedy', ' ecchi', ' shounen', ' sports']"
6198,Detective Conan OVA 08: High School Girl Detective Sonoko Suzuki&#039;s Case Files,"Comedy, Mystery, Police, Shounen",OVA,1,7.3,6931,"['comedy', ' mystery', ' police', ' shounen']"
12623,Egomama,Music,Music,1,7.29,1471,['music']
3231,Gunslinger Girl: Il Teatrino,"Action, Drama, Military, Sci-Fi",TV,13,7.3,38498,"['action', ' drama', ' military', ' sci-fi']"
3298,Hatenkou Yuugi,"Adventure, Comedy, Drama, Fantasy, Romance, Shoujo",TV,10,7.3,25885,"['adventure', ' comedy', ' drama', ' fantasy', ' romance', ' shoujo']"
1774,HeatGuy J Special,"Action, Adventure, Mecha, Police, Sci-Fi",Special,1,7.3,1675,"['action', ' adventure', ' mecha', ' police', ' sci-fi']"
31500,High School Fleet,"Action, Military, School",TV,12,7.3,38646,"['action', ' military', ' school']"
1358,Hokuto no Ken Movie,"Adventure, Sci-Fi, Shounen",Movie,1,7.3,9328,"['adventure', ' sci-fi', ' shounen']"
2745,Jigoku Sensei Nube OVA,"Action, Comedy, Demons, Horror, School, Shounen, Supernatural",OVA,3,7.3,1426,"['action', ' comedy', ' demons', ' horror', ' school', ' shounen', ' supernatural']"
20505,Kimi to Boku,"Drama, Slice of Life",ONA,1,7.3,1276,"['drama', ' slice of life']"
12175,Koi to Senkyo to Chocolate,"Drama, Romance, School",TV,12,7.3,91552,"['drama', ' romance', ' school']"
4903,Kyou no 5 no 2 (TV),"Comedy, Ecchi, School, Seinen",TV,13,7.3,22991,"['comedy', ' ecchi', ' school', ' seinen']"
277,Mahoromatic 2,"Comedy, Drama, Ecchi, Military, Romance, Sci-Fi",TV,14,7.3,21393,"['comedy', ' drama', ' ecchi', ' military', ' romance', ' sci-fi']"
1017,Majutsushi Orphen,"Action, Adventure, Comedy, Demons, Fantasy, Magic",TV,24,7.3,20105,"['action', ' adventure', ' comedy', ' demons', ' fantasy', ' magic']"
10397,Mashiro-iro Symphony: The Color of Lovers,"Drama, Harem, Romance, School",TV,12,7.3,77284,"['drama', ' harem', ' romance', ' school']"
16442,Precure All Stars Movie New Stage 2: Kokoro no Tomodachi,"Action, Kids, Magic, Shoujo",Movie,1,7.3,1963,"['action', ' kids', ' magic', ' shoujo']"
1847,Rec: Yurusarezarumono,"Comedy, Drama, Romance",Special,1,7.3,16654,"['comedy', ' drama', ' romance']"
16051,Ro-Kyu-Bu! SS,"Comedy, Ecchi, School, Sports",TV,12,7.3,21125,"['comedy', ' ecchi', ' school', ' sports']"
34085,Sakura Nagashi,"Action, Drama, Mecha, Music, Sci-Fi",Music,1,7.29,2945,"['action', ' drama', ' mecha', ' music', ' sci-fi']"
31280,Selector Destructed WIXOSS Movie,"Game, Psychological",Movie,1,7.3,9447,"['game', ' psychological']"
3000,Taiho Shichau zo: Full Throttle,"Action, Comedy, Police, Shounen",TV,23,7.3,5134,"['action', ' comedy', ' police', ' shounen']"
11341,Tantei Opera Milky Holmes Dai 2 Maku,"Comedy, Mystery, Super Power",TV,12,7.3,11941,"['comedy', ' mystery', ' super power']"
6169,Tenjou-jin to Akuto-jin Saigo no Tatakai,"Action, Fantasy, Magic, Super Power, Supernatural",Movie,1,7.3,5223,"['action', ' fantasy', ' magic', ' super power', ' supernatural']"
178,Ultra Maniac,"Comedy, Magic, Romance, School, Shoujo",TV,26,7.3,20062,"['comedy', ' magic', ' romance', ' school', ' shoujo']"
1920,Urusei Yatsura Movie 1: Only You,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,7.3,3818,"['action', ' adventure', ' comedy', ' drama', ' romance', ' sci-fi']"
1932,Yes! Precure 5,"Action, Fantasy, Magic, School, Shoujo",TV,49,7.3,6390,"['action', ' fantasy', ' magic', ' school', ' shoujo']"
23447,"Ano Natsu de Matteru: Bokutachi wa Koukou Saigo no Natsu wo Sugoshinagara, Ano Natsu de Matteiru.","Comedy, Drama, Romance, Sci-Fi, Slice of Life",Special,1,7.29,19772,"['comedy', ' drama', ' romance', ' sci-fi', ' slice of life']"
30205,Aoharu x Kikanjuu,"Action, Comedy, Shounen, Sports",TV,12,7.29,97674,"['action', ' comedy', ' shounen', ' sports']"
6164,Aoi Hana,"Romance, Shoujo Ai, Slice of Life",TV,11,7.29,43279,"['romance', ' shoujo ai', ' slice of life']"
1736,B&#039;T X Neo,"Action, Adventure, Shounen",OVA,14,7.29,2864,"['action', ' adventure', ' shounen']"
2589,Black Cat Special,"Action, Comedy, Shounen",Special,1,7.29,15333,"['action', ' comedy', ' shounen']"
4071,Black Jack (TV): Hizouban Specials,Adventure,Special,2,7.29,1707,['adventure']
12079,Black★Rock Shooter,"Action, Music",Music,1,7.29,40641,"['action', ' music']"
526,Boku no Chikyuu wo Mamotte,"Drama, Sci-Fi, Shoujo",OVA,6,7.29,7254,"['drama', ' sci-fi', ' shoujo']"
21437,Buddy Complex,"Action, Mecha, Sci-Fi",TV,13,7.29,44006,"['action', ' mecha', ' sci-fi']"
6460,Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.29,1640,"['comedy', ' ecchi', ' kids', ' school', ' shounen', ' slice of life']"
5216,D.C.if: Da Capo if,"Drama, Harem, Magic, Romance",OVA,2,7.29,11482,"['drama', ' harem', ' magic', ' romance']"
7081,Danball Senki,"Action, Kids, Mecha",TV,44,7.29,3682,"['action', ' kids', ' mecha']"
2123,Digimon X-Evolution,"Action, Adventure, Fantasy, Sci-Fi",Movie,1,7.29,12449,"['action', ' adventure', ' fantasy', ' sci-fi']"
2668,Doraemon Movie 20: Nobita no Uchuu Hyouryuuki,"Adventure, Comedy, Fantasy, Kids, Shounen, Space",Movie,1,7.29,1124,"['adventure', ' comedy', ' fantasy', ' kids', ' shounen', ' space']"
1931,Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi,"Comedy, Fantasy, Magic, Shoujo",Movie,1,7.29,2861,"['comedy', ' fantasy', ' magic', ' shoujo']"
652,Galaxy Angel Z,"Comedy, Sci-Fi",TV,9,7.29,6616,"['comedy', ' sci-fi']"
